PIC,dm_name,sdso,state,district,river,incharge,ht_found,cmp_year,basin,mx_wt_lel,frl,gs_st_cap,ds_sp_cap,dm_length,dm_type,purpose,latitude,longitude,Longitude,Latitude
MP170MH1435,Roopgarh,Madhya Pradesh,Madhya Pradesh,Jhabua,Soyalawala Nala,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.58,2003,Mahi,421.97,420.77,4.14,125.27,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 58' 42.000"" N","74° 47' 1.000"" E",3475567.351800002,3898755.563099999
MP97MH1439,Jhirawadiya,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.3,1992,Mahi,111.9,111.0,0.78,41.12,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 42' 12.000"" N","74° 40' 32.000"" E",3463580.6246000007,3869316.0472999997
MP64MH1440,Doulatpura No.1,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.5,1986,Mahi,90.15,88.5,1.36,99.27,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 36' 28.000"" N","74° 41' 42.000"" E",3465147.9733000025,3858870.936900001
MP64MH1441,Satumara,Madhya Pradesh,Madhya Pradesh,Jhabua,Gulabi N,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.4,1989,Mahi,54.0,53.6,0.7,56.14,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 49' 36.000"" N","74° 44' 22.000"" E",3470514.217100002,3882460.146899998
MP64MH1442,Rama,Madhya Pradesh,Madhya Pradesh,Jhabua,Sunar N,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.16,2000,Mahi,112.6,111.7,0.38,34.78,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 46' 52.000"" N","74° 42' 18.000"" E",3466863.0418,3877645.7710999995
MP64MH1444,Asaliya,Madhya Pradesh,Madhya Pradesh,Jhabua,Sairi,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.2,2011,Mahi,98.0,96.8,0.86,36.9,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 2' 0.000"" N","74° 44' 51.000"" E",3472161.2053000033,3904859.5298999995
MP64MH1445,Dholkhara,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.7,2014,Mahi,389.5,388.0,7.03,323.68,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 9' 12.000"" N","74° 43' 15.000"" E",3469970.8391999975,3917982.884300001
MP64MH1446,Khokharkhadan,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",18.32,2012,Mahi,317.55,316.55,1.02,66.3,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 3' 52.000"" N","74° 35' 52.000"" E",3457251.979800001,3908804.7250999995
MP64MH1447,Badi Sangat,Madhya Pradesh,Madhya Pradesh,Jhabua,Mahi,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",18.9,2017,Mahi,356.9,356.0,0.5,46.1,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 10' 34.000"" N","74° 45' 54.000"" E",3474495.0209000036,3920289.430300001
MP64MH1448,Bakhatpura,Madhya Pradesh,Madhya Pradesh,Jhabua,Tamboliya Nala,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.21,2018,Mahi,497.6,496.7,0.76,63.6,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 50' 41.000"" N","74° 53' 16.000"" E",3485508.7629999965,3883870.249400001
MP64MH1449,Bolasa,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.6,2019,Mahi,490.9,490.0,0.82,65.18,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 54' 12.000"" N","74° 52' 40.000"" E",3484734.1811000034,3890268.179299999
MP64MH1450,Dhebar Tank,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.5,2013,Mahi,304.7,303.5,1.02,111.3,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 49' 54.000"" N","74° 35' 42.000"" E",3456003.450099997,3883553.0628999993
MP64MH1451,Dhamanda Tank,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.4,2016,Mahi,92.5,91.0,1.17,169.12,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 50' 12.000"" N","74° 42' 35.000"" E",3467564.786700003,3883657.4749
MP64MH1452,Naharpuriya,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.4,2019,Mahi,491.5,490.6,0.83,74.88,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 7' 40.000"" N","74° 45' 57.000"" E",3474383.678199999,3915040.848099999
MP64MH1453,Sadediya Naka Tank,Madhya Pradesh,Madhya Pradesh,Jhabua,Mahi,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.9,2019,Mahi,439.3,438.4,0.61,53.25,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 3' 46.000"" N","74° 59' 8.000"" E",3496187.534900002,3907183.6438999996
MP64MH1454,Ambapara,Madhya Pradesh,Madhya Pradesh,Jhabua,Samri Nala,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.69,2018,Mahi,474.9,473.7,5.2,217.2,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 53' 35.000"" N","74° 55' 34.000"" E",3489553.9324999973,3888976.7435000017
MP64LH1455,Kadwal,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",13.0,2008,Mahi,98.3,97.1,1.71,114.16,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 57' 13.000"" N","74° 32' 44.000"" E",3451542.0801,3896978.904199999
MP64LH1456,Bhamal,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",10.65,1979,Mahi,32.9,31.7,1.32,66.66,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 8' 29.000"" N","74° 40' 51.000"" E",3465907.773000002,3916837.662900001
MP64LH1457,Panas,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",13.73,2013,Mahi,445.6,444.4,3.88,218.74,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 57' 6.000"" N","74° 51' 19.000"" E",3482663.4487999976,3895596.4334999993
MP64LH1458,Berda Tank,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",14.24,2012,Mahi,390.5,389.3,2.43,137.69,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 56' 20.000"" N","74° 44' 31.000"" E",3471220.4733999968,3894630.379999999
MP64LH1459,Bherupada,Madhya Pradesh,Madhya Pradesh,Jhabua,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",14.7,2007,Mahi,379.2,378.0,2.86,197.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 10' 41.000"" N","74° 42' 27.000"" E",3468733.6294,3920716.0909
MP64MH1460,Dekhli,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.06,2018,Narmada,92.2,91.0,2.0,140.46,630,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 19' 12.000"" N","75° 16' 53.000"" E",3523197.781000003,3825527.1675999984
MP64MH1461,Chirakhan Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.9,1983,Narmada,110.0,109.0,0.75,58.5,640,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 22' 46.000"" N","75° 7' 21.000"" E",3507372.3073000014,3832527.1237000003
MP64MH1462,Khairwa Tank Umarban,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.9,2018,Narmada,99.5,98.3,1.24,165.39,390,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 19' 47.000"" N","75° 11' 1.000"" E",3513357.5185000002,3826916.9415999986
MP64MH1463,Kisan Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.0,2010,Narmada,204.5,203.3,2.58,356.16,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Fishing,"22° 15' 31.000"" N","75° 12' 34.000"" E",3515704.089900002,3819107.8982000016
MP64MH1464,Bilda Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.8,1990,Narmada,113.5,112.5,0.4,48.7,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 33' 39.000"" N","75° 2' 12.000"" E",3499400.6076000035,3852519.9629999995
MP64MH1465,Choti Bildari,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.1,2003,Narmada,101.5,100.99,0.54,34.56,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 24' 44.000"" N","74° 58' 9.000"" E",3492019.218000002,3836629.7820999995
MP64MH1466,Kiridiya,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.5,2008,Narmada,244.5,242.2,2.12,305.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 27' 20.000"" N","75° 0' 26.000"" E",3496026.964299999,3841197.029100001
MP64MH1467,Dedali,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.4,2003,Narmada,95.0,94.0,0.57,32.68,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 27' 17.000"" N","75° 6' 20.000"" E",3505945.5951000005,3840758.2956999987
MP64MH1468,Dhamankund Khodra,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",27.85,2011,Narmada,113.35,111.0,2.12,12.52,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 33' 10.000"" N","75° 9' 5.000"" E",3510936.708899997,3851242.618999999
MP64MH1469,Makodanall,Madhya Pradesh,Madhya Pradesh,Dhar,Man,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.85,2011,Narmada,93.85,91.5,0.91,64.17,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 13' 51.000"" N","75° 5' 23.000"" E",3503500.606399998,3816508.9406000003
MP64MH1470,Chakliya Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",19.3,2014,Narmada,100.6,99.4,1.788,210.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 8' 43.000"" N","74° 35' 21.000"" E",3452554.173600003,3809075.606400002
MP64MH1471,Kherali,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",19.7,2017,Narmada,121.2,120.0,1.02,88.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 17' 44.000"" N","74° 41' 35.000"" E",3463674.9398000017,3824988.8106999993
MP64MH1472,Kurdigpura Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",18.35,2012,Narmada,104.65,103.15,0.57,89.8,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 14' 25.000"" N","74° 44' 38.000"" E",3468585.857900001,3818795.7448000014
MP64MH1473,Mogra Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.8,1984,Narmada,98.3,96.8,1.01,142.58,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 16' 52.000"" N","74° 40' 30.000"" E",3461791.8077000007,3823489.7305000015
MP64MH1474,Nalwaniya Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.0,2014,Narmada,95.0,93.5,1.09,117.4,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 10' 37.000"" N","74° 30' 46.000"" E",3444963.280299999,3812811.9125000015
MP64MH1475,Ojharnalla Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",19.0,2016,Narmada,102.0,100.5,7.44,499.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 19' 2.000"" N","74° 41' 13.000"" E",3463146.3665999994,3827363.9662000015
MP64MH1476,Bhimpura Nalla,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",19.15,2020,Narmada,202.9,201.7,0.78,225.63,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 16' 8.000"" N","74° 41' 18.000"" E",3463088.7537999973,3822112.143599998
MP64MH1477,Dharamrai Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",21.0,1990,Narmada,97.0,95.5,2.24,230.86,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 4' 47.000"" N","74° 40' 21.000"" E",3460712.2300999984,3801637.8165000007
MP64MH1478,Koharu Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.25,2018,Narmada,101.0,99.0,1.28,68.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 4' 47.000"" N","74° 40' 21.000"" E",3460712.2300999984,3801637.8165000007
MP64MH1479,Ghotiya Dev,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",22.0,1985,Narmada,105.0,103.8,2.61,251.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 24' 24.000"" N","74° 44' 52.000"" E",3469652.4570999965,3836842.4985000007
MP64MH1480,Indla,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",28.35,1999,Narmada,420.35,418.0,8.43,343.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 31' 42.000"" N","74° 55' 6.000"" E",3487343.3889999986,3849417.6702000014
MP64HH1481,Thana Tank,Madhya Pradesh,Madhya Pradesh,Dhar,Wagh Or Bagh,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",37.86,2014,Narmada,134.0,132.0,19.09,1500.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 26' 20.000"" N","74° 44' 50.000"" E",3469726.840499997,3840342.1644
MP64MH1482,Khaniamba Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",22.4,2014,Narmada,114.5,113.5,3.05,120.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 32' 9.000"" N","74° 46' 40.000"" E",3473200.2386000007,3850750.2300000004
MP64MH1483,Asrakund Tank,Madhya Pradesh,Madhya Pradesh,,Narmada,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.4,2010,Narmada,91.3,90.3,2.27,125.65,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 6' 33.000"" N","75° 12' 5.000"" E",3514337.2348999977,3802910.734000001
MP64MH1484,Paj Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.0,1983,Mahi,462.0,460.5,3.434,182.38,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 6' 29.000"" N","75° 9' 25.000"" E",3513569.4488999993,3911495.6570000015
MP64MH1485,Chandanpada Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.63,1987,Mahi,95.3,94.7,1.21,78.84,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 4' 52.000"" N","75° 10' 41.000"" E",3515588.866700001,3908498.400600001
MP64MH1486,Rayalpada Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.07,1987,Mahi,97.7,96.7,1.48,88.07,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 3' 58.000"" N","75° 11' 6.000"" E",3516230.5703999996,3906846.4455000013
MP64MH1487,Dilawara Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.74,2009,Narmada,526.8,525.8,3.9,222.97,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 18' 23.000"" N","75° 31' 5.000"" E",3547056.969700001,3823268.5788000003
MP64MH1488,Harsinghi Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.17,1988,Narmada,113.5,112.5,0.5,36.66,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 32' 28.000"" N","75° 16' 6.000"" E",3522685.468199998,3849575.105900001
MP64MH1489,Sitapat Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.2,1988,Narmada,111.0,110.1,1.86,86.93,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 34' 4.000"" N","75° 18' 53.000"" E",3527459.588399999,3852313.5533000007
MP64MH1490,Bagedi Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",24.0,2007,Mahi,513.0,511.5,7.384,373.37,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 50' 41.000"" N","75° 6' 45.000"" E",3508115.402999997,3883067.6818999983
MP64MH1491,Mangliya,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.5,2011,Mahi,113.25,111.75,1.035,67.43,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 59' 34.000"" N","75° 13' 24.000"" E",3519810.5326000005,3898755.6372000016
MP64MH1492,Sipaniya,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",20.5,2013,Mahi,95.7,94.7,2.7,559.66,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 4' 41.000"" N","75° 6' 11.000"" E",3508045.8681999967,3908426.6213999987
MP64MH1493,Dumala,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",21.4,2018,Mahi,100.3,98.3,3.515,660.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 6' 17.000"" N","75° 5' 17.000"" E",3506640.5002000034,3911373.3929000013
MP64MH1494,Chiktiya Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",26.7,2020,Narmada,573.2,571.2,4.9,287.83,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 28' 34.000"" N","75° 21' 22.000"" E",3531304.2961999997,3842224.1746000014
MP64HH1495,Nawapura Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",18.17,1986,Narmada,104.5,103.5,0.692,39.64,650,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 32' 56.000"" N","75° 21' 13.000"" E",3531312.7092000023,3850133.1455000006
MP64MH1496,Malipura M,Madhya Pradesh,Madhya Pradesh,Dhar,Man,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",19.9,1993,Narmada,399.5,398.0,1.1,81.81,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 28' 27.000"" N","75° 23' 45.000"" E",3535305.023500003,3841881.5106000006
MP64MH1497,Mandawati Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",24.75,2011,Narmada,231.2,228.9,20.76,760.55,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 16' 52.000"" N","75° 14' 51.000"" E",3519632.235799998,3821420.3291000016
MP64MH1498,Mansarowar Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",22.23,2001,Narmada,577.0,576.1,4.653,24.78,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 26' 27.000"" N","75° 25' 29.000"" E",3538102.1757000014,3838167.783500001
MP64MH1499,Sanjay Jalashay,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",17.28,1997,Ganga,487.83,486.3,9.639,312.12,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 35' 28.000"" N","75° 40' 10.000"" E",3563301.762500003,3853702.0478999987
MP64MH1500,Shikarpura,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.3,1988,Narmada,92.5,91.5,0.52,29.995,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 26' 29.000"" N","75° 23' 53.000"" E",3535412.9645000026,3838315.7727999985
MP64MH1501,Sitlamata Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.26,2009,Narmada,101.9,101.0,0.77,42.6,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 30' 36.000"" N","75° 22' 3.000"" E",3532574.3376,3845865.299800001
MP64MH1502,Khejlipura Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.8,1983,Narmada,79.05,78.05,0.543,36.12,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 26' 59.000"" N","75° 22' 52.000"" E",3533732.6259000003,3839276.4287
MP64MH1505,Bhilberkheda Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.09,1988,Narmada,102.0,101.0,1699.0,78.36,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 23' 59.000"" N","75° 22' 18.000"" E",3532601.1963,3833879.6037999988
MP64MH1507,Bhilkunda Tank Ii,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.0,1988,Narmada,104.65,103.65,0.593,36.6,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 27' 25.000"" N","75° 26' 29.000"" E",3539840.784000002,3839862.3159000017
MP64HH1508,Chunar,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",35.0,2018,Mahi,69.75,67.75,8.386,368.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 42' 41.000"" N","74° 48' 19.000"" E",3476675.9443000033,3869702.5091000013
MP64MH1509,Fuledi Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",15.12,2002,Mahi,100.85,99.95,2.612,119.24,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 45' 53.000"" N","75° 8' 33.000"" E",3510833.950199999,3874279.7269
MP64MH1510,Patoliya Tank,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.68,1980,Mahi,511.0,510.0,1.951,101.29,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 52' 47.000"" N","75° 7' 14.000"" E",3509057.4192999974,3886838.5617000014
MP64MH1511,Hatod No Iii,Madhya Pradesh,Madhya Pradesh,Dhar,,"Chief Engineer, Narmada Tapti Basin, Mpwrd, Indore",16.15,1999,Narmada,98.8,97.9,0.47,39.64,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"22° 31' 50.000"" N","75° 3' 44.000"" E",3501861.839400001,3849142.7520999983
MP64LH1081,Rangoli,Madhya Pradesh,Madhya Pradesh,Panna,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",12.94,2006,Ganga,102.2,101.35,1.49,33.5,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 3' 40.000"" N","80° 11' 21.000"" E",4018864.441200003,4006649.4912
MP64LH1082,Shahapur Khurd,Madhya Pradesh,Madhya Pradesh,Panna,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",11.5,2013,Ganga,102.9,102.0,1.86,104.7,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 10' 23.000"" N","80° 17' 55.000"" E",4029752.889399998,4018825.9824
MP64LH1083,Tola,Madhya Pradesh,Madhya Pradesh,Panna,Umehi Nala,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",10.8,2014,Ganga,100.8,100.0,1.15,68.05,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 0' 43.000"" N","80° 12' 11.000"" E",4020257.190200001,4001311.7903999984
MP64LH1084,Bhaisadol,Madhya Pradesh,Madhya Pradesh,Panna,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.25,2015,Ganga,103.0,101.5,2.35,222.92,1303,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 31' 36.000"" N","79° 47' 4.000"" E",3978581.3139000013,4057216.3293000013
MP64LH1085,Pawai Medium Irrigation Scheme,Madhya Pradesh,Madhya Pradesh,Panna,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",37.0,2010,Ganga,341.5,340.5,138.6,6235.0,0,•	EARTHFILL (EMBANKMENT),Irrigation,"24° 11' 54.000"" N","80° 21' 30.000"" E",4035696.4733000025,4021585.1488999985
MP64MH1086,Lipri,Madhya Pradesh,Madhya Pradesh,Panna,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",22.5,2016,Ganga,386.87,385.95,8.254,193.54,1850,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 56' 46.000"" N","80° 14' 50.000"" E",4024675.8772,3994169.218199998
MP64LH1087,Hathkuri,Madhya Pradesh,Madhya Pradesh,Panna,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.55,2018,Ganga,102.4,101.5,3.721,180.36,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"24° 14' 12.000"" N","80° 4' 8.000"" E",4006860.5495000035,4025704.6669999994
MP64LH1088,Bhineni,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",14.47,2011,Ganga,367.5,366.0,3.55,160.12,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 32' 34.000"" N","79° 42' 27.000"" E",3970713.905100003,3950376.0386999995
MP64LH1089,Bhajiya Tank,Madhya Pradesh,Madhya Pradesh,,,"Chief Engineer, Dhasan Ken Sagar, Mpwrd",13.59,2010,Narmada,408.65,407.65,9.45,203.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"23° 38' 40.000"" N","79° 51' 45.000"" E",3986243.7995000035,3961393.2613999993
