Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_name,Waterbody_Category_Code,waterbody_nature,Ownership,waterbody_use,waterbody_use_type,reason_not_in_use,waterbody_encroached,Rural_Urban,Water_Spread_Area,Storage_Capacity,construction_year,renovation_year,data_collection_method,waterbody_under_govt_scheme,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,Dataset_Name
Phase 2,Punjab,Moga,Moga,Jhandewala,PB01MOG0074,30.72219629,75.16854155,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.25810159,12581.01587427991,504.7364853786404,Jhandewala,NWIC,980,980,58461.0,03,038,0233,033999,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Ghal Kalan,PB01MOG0031,30.81875024,75.10019931,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.24881699,12488.169918754136,483.1180292492191,Ghal Kalan,NWIC,937,937,58418.0,03,038,0233,034052,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Saffuwala,PB01MOG0032,30.79297416,75.0771783,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.88885177,18888.517652065344,555.8774042434352,Saffuwala,NWIC,938,938,58419.0,03,038,0233,034051,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,Yes,No,Yes,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Raniala,PB01MOG0033,30.92224275,75.09935211,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.11641615,11164.16146411732,423.4749800875428,Raniala,NWIC,939,939,58420.0,03,038,0233,034085,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Khosa Kotla,PB01MOG0034,30.89429288,75.12941347,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.2167698,12167.697960841368,427.3749947124641,Khosa Kotla,NWIC,940,940,58421.0,03,038,0233,034084,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Khosa Kotla,PB01MOG0035,30.89743311,75.12846424,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.40962711,14096.271118595192,434.4945055341482,Khosa Kotla,NWIC,941,941,58422.0,03,038,0233,034084,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Khosa Kotla,PB01MOG0036,30.90020266,75.11718751,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.06957243,10695.72434078882,504.4643966109131,Khosa Kotla,NWIC,942,942,58423.0,03,038,0233,034084,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Khosa Kotla,PB01MOG0037,30.89537591,75.11097718,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.00451741,10045.174140337333,388.3870721947644,Khosa Kotla,NWIC,943,943,58424.0,03,038,0233,034084,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Dhaleke,PB01MOG0038,30.84958343,75.16058624,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,2.49654316,24965.431554057872,640.2301936753043,Dhaleke,NWIC,944,944,58425.0,03,038,0233,034047,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Dhaleke,PB01MOG0039,30.84533262,75.17288846,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,2.30862039,23086.203868929413,709.7963152235169,Dhaleke,NWIC,945,945,58426.0,03,038,0233,034047,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Chotian Kalan,PB01MOG0040,30.86238576,74.97069201000001,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,2.20657367,22065.736739306987,623.80968368796,Chotian Kalan,NWIC,946,946,58427.0,03,038,0233,034074,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Mehasari,PB01MOG0041,30.84921879,74.99119825,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.03733104,10373.310419004203,415.6238702317368,Mehasari,NWIC,947,947,58428.0,03,038,0233,034073,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,No,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Darapur,PB01MOG0042,30.84270574,74.95832510999999,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,2.63798769,26379.87692063496,655.7222664389508,Darapur,NWIC,948,948,58429.0,03,038,0233,034067,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Khokhrana,PB01MOG0043,30.82764582,74.98260492,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.2035476,12035.47595557271,457.1526146572002,Khokhrana,NWIC,949,949,58430.0,03,038,0233,034068,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Thamanwala,PB01MOG0044,30.80530109,74.98211052,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.02594173,10259.417332360788,423.1165813702317,Thamanwala,NWIC,950,950,58431.0,03,038,0233,034064,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Mangewala,PB01MOG0045,30.78542955,74.97413811000001,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.2674283,12674.282955521869,472.180755546584,Mangewala,NWIC,951,951,58432.0,03,038,0233,034065,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Wadda Ghar,PB01MOG0046,30.75942488,74.98927854,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.37326685,13732.668534507198,441.55302945178994,Wadda Ghar,NWIC,952,952,58433.0,03,038,0232,033977,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Kali Wala,PB01MOG0047,30.87690302,74.98695231,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.80858584,18085.85844227613,508.7026005703041,Kali Wala,NWIC,953,953,58434.0,03,038,0233,034076,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Kapure,PB01MOG0058,30.84495625,75.27430634,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.30303914,13030.39139381044,478.4275583788327,Kapure,NWIC,964,964,58445.0,03,038,0233,034033,01,01,SUL,SUL,WS01SUL017,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Kali Wala,PB01MOG0048,30.87963907,74.99164441,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,3.31221284,33122.12839699461,836.8045438104347,Kali Wala,NWIC,954,954,58435.0,03,038,0233,034076,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Daroli Bhai,PB01MOG0049,30.80685297,75.0437189,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.4574118,14574.118003618672,489.9605159127143,Daroli Bhai,NWIC,955,955,58436.0,03,038,0233,034058,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Daroli Bhai,PB01MOG0050,30.8121294,75.04089408,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.47576384,14757.638390410137,565.2259479690174,Daroli Bhai,NWIC,956,956,58437.0,03,038,0233,034058,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Sosan Basti Sandhuwan Dabhli,PB01MOG0051,30.80808016,75.01530563,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.30345196,13034.519596630233,432.8898199675456,Sosan Basti Sandhuwan Dabhli,NWIC,957,957,58438.0,03,038,0233,034062,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Sosan Basti Sandhuwan Dabhli,PB01MOG0052,30.81566555,75.01164051,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.15095595,11509.559547489394,408.228731581066,Sosan Basti Sandhuwan Dabhli,NWIC,958,958,58439.0,03,038,0233,034062,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Koera Kalan,PB01MOG0053,30.79181647,75.00655441,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.35108847,13510.884742852792,443.9492488057924,Koera Kalan,NWIC,959,959,58440.0,03,038,0233,034061,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Bhekha,PB01MOG0054,30.76727381,75.0195933,Indus (Up to border),Satluj Lower,Daulatpur Drain,Lakes/Pond,1.24805547,12480.554746587732,424.3631720305439,Bhekha,NWIC,960,960,58441.0,03,038,0232,033983,01,01,SUL,SUL,WS01SUL021,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Kili Chahal,PB01MOG0055,30.81495474,75.3618087,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.55781347,15578.134674447949,605.144331511775,Kili Chahal,NWIC,961,961,58442.0,03,038,0233,034023,01,01,SUL,SUL,WS01SUL017,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Kokri Heran,PB01MOG0056,30.84190805,75.30570666,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.18548008,11854.800772458748,435.4482697915438,Kokri Heran,NWIC,962,962,58443.0,03,038,0233,034030,01,01,SUL,SUL,WS01SUL017,,01,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Kokri Kalan,PB01MOG0057,30.84593239,75.32760522000001,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,2.08612927,20861.292653903263,653.6479817368489,Kokri Kalan,NWIC,963,963,58444.0,03,038,0233,034029,01,01,SUL,SUL,WS01SUL017,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Kapure,PB01MOG0059,30.84740984,75.27408654,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.07220616,10722.061554512738,393.9627055965868,Kapure,NWIC,965,965,58446.0,03,038,0233,034033,01,01,SUL,SUL,WS01SUL017,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Rauli,PB01MOG0060,30.8497501,75.24150632,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.18569506,11856.950644152512,507.08355268585456,Rauli,NWIC,966,966,58447.0,03,038,0233,034037,01,01,SUL,SUL,WS01SUL017,,01,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Rauli,PB01MOG0061,30.85083586,75.24794887,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.56763304,15676.330424065614,496.13391058225056,Rauli,NWIC,967,967,58448.0,03,038,0233,034037,01,01,SUL,SUL,WS01SUL017,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Jhandiana Garbi,PB01MOG0062,30.79978922,74.94861106,Indus (Up to border),Satluj Lower,Mudki Drain,Lakes/Pond,1.94152249,19415.224898227407,636.7777828404354,Jhandiana Garbi,NWIC,968,968,58449.0,03,038,0233,034066,01,01,SUL,SUL,WS01SUL024,,01,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Mahla Kalan,PB01MOG0063,30.75213889,74.92040609,Indus (Up to border),Satluj Lower,Mudki Drain,Lakes/Pond,1.46547577,14654.757726975846,589.5509326063157,Mahla Kalan,NWIC,969,969,58450.0,03,038,0232,033975,01,01,SUL,SUL,WS01SUL024,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Bukanwala,PB01MOG0064,30.79505624,75.11441276000001,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.96218338,19621.83375781163,557.8533534375367,Bukanwala,NWIC,970,970,58451.0,03,038,0233,034049,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Singh Wala,PB01MOG0065,30.76964539,75.1274823,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.30066135,13006.613487614286,474.2903089128423,Singh Wala,NWIC,971,971,58452.0,03,038,0233,034002,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Singh Wala,PB01MOG0066,30.76737025,75.12936125,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.63856519,16385.65194278044,573.0533756905194,Singh Wala,NWIC,972,972,58453.0,03,038,0233,034002,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Sandhuan Wala Urf Chupkiti,PB01MOG0067,30.75575214,75.17041721,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,2.00022055,20002.20551203478,535.0785761707572,Sandhuan Wala Urf Chupkiti,NWIC,973,973,58454.0,03,038,0233,034005,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Moga,PB01MOG0068,30.76501668,75.18484341,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.62001007,16200.10066496779,555.279904812295,Moga,NWIC,974,974,58455.0,03,038,0233,248347,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Mehron,PB01MOG0069,30.75986818,75.20952498000001,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.2383388,12383.388035532424,463.52661161279815,Mehron,NWIC,975,975,58456.0,03,038,0233,034012,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Mehron,PB01MOG0070,30.76794907,75.20716669,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,2.0671035,20671.0350172164,545.5532292856303,Mehron,NWIC,976,976,58457.0,03,038,0233,034012,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Dala,PB01MOG0071,30.77257472,75.24810618,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.32854068,13285.406762673712,513.1863210217471,Dala,NWIC,977,977,58458.0,03,038,0233,034017,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Langiana Nawan,PB01MOG0072,30.7160777,75.03709203000001,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.24040819,12404.081939009166,418.8911407626693,Langiana Nawan,NWIC,978,978,58459.0,03,038,0232,033981,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Jhandewala,PB01MOG0073,30.71722072,75.16731607999999,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,2.15467678,21546.76784986403,705.3507176110161,Jhandewala,NWIC,979,979,58460.0,03,038,0233,033999,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Ramuwala Nawan,PB01MOG0075,30.73671179,75.22222139,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.3144004,13144.004044443118,438.0357129596602,Ramuwala Nawan,NWIC,981,981,58462.0,03,038,0233,034009,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Ramuwala Harchoke,PB01MOG0076,30.72789629,75.22940273,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.3505337,13505.336960360377,480.90990403838106,Ramuwala Harchoke,NWIC,982,982,58463.0,03,038,0233,033995,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Moga,Ramuwala Kalan,PB01MOG0077,30.7198473,75.21063767,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.05256675,10525.667467996716,391.3610114941762,Ramuwala Kalan,NWIC,983,983,58464.0,03,038,0233,033996,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Nihal Singhwala,Burj Duna,PB01MOG0078,30.67803828,75.22134454,Indus (Up to border),Satluj Lower,Samadh Bhai Drain,Lakes/Pond,1.33369454,13336.94536861562,450.20080850366713,Burj Duna,NWIC,984,984,58465.0,03,038,0231,033923,01,01,SUL,SUL,WS01SUL028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Nihal Singhwala,Gholia Khurd,PB01MOG0079,30.66366763,75.20272684,Indus (Up to border),Satluj Lower,Samadh Bhai Drain,Lakes/Pond,2.48542424,24854.242432166197,785.9982053755873,Gholia Khurd,NWIC,985,985,58466.0,03,038,0231,033924,01,01,SUL,SUL,WS01SUL028,,01,,,,,,,,,,,,,,,No,No,No,No,Yes,Yes,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Moga,Nihal Singhwala,Gholia Khurd,PB01MOG0080,30.66338585,75.20568154,Indus (Up to border),Satluj Lower,Samadh Bhai Drain,Lakes/Pond,1.3132136,13132.13601101593,533.5018835544337,Gholia Khurd,NWIC,986,986,58467.0,03,038,0231,033924,01,01,SUL,SUL,WS01SUL028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Gholian Kalan,PB01MOG0081,30.67061103,75.17601068,Indus (Up to border),Satluj Lower,Samadh Bhai Drain,Lakes/Pond,2.79702031,27970.20314263161,665.9834417916272,Gholian Kalan,NWIC,987,987,58468.0,03,038,0232,033937,01,01,SUL,SUL,WS01SUL028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Gholian Kalan,PB01MOG0082,30.6694104,75.17818611,Indus (Up to border),Satluj Lower,Samadh Bhai Drain,Lakes/Pond,1.00139977,10013.997654513236,525.5501718763765,Gholian Kalan,NWIC,988,988,58469.0,03,038,0232,033937,01,01,SUL,SUL,WS01SUL028,,01,,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Mahla Kalan,PB01MOG0083,30.74744445,74.92859546,Indus (Up to border),Satluj Lower,Mudki Drain,Lakes/Pond,1.78932964,17893.296416685385,582.4537966733271,Mahla Kalan,NWIC,989,989,58470.0,03,038,0232,033975,01,01,SUL,SUL,WS01SUL024,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Bhaloor,PB01MOG0084,30.70597744,74.92241027,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.16515664,11651.566359408846,427.5164634791898,Bhaloor,NWIC,990,990,58471.0,03,038,0232,033972,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Bhaloor,PB01MOG0085,30.70543477,74.92385085,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.74847096,17484.709562258326,609.190785169597,Bhaloor,NWIC,991,991,58472.0,03,038,0232,033972,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Lande,PB01MOG0086,30.66604676,74.98269570000001,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.85315382,18531.53817854339,524.4499149520046,Lande,NWIC,992,992,58473.0,03,038,0232,033969,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Nathuwala Garbi,PB01MOG0087,30.72240263,74.97543399,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.01042434,10104.243379097828,425.6228685210175,Nathuwala Garbi,NWIC,993,993,58474.0,03,038,0232,033979,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Rode,PB01MOG0088,30.67782073,75.01861238000001,Indus (Up to border),Satluj Lower,Moga Drain,Lakes/Pond,1.17362605,11736.260502995752,412.7630626163886,Rode,NWIC,994,994,58475.0,03,038,0232,033968,01,01,SUL,SUL,WS01SUL023,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Panj Grain Khurd,PB01MOG0089,30.6155827,74.96125078,Indus (Up to border),Satluj Lower,Mudki Drain,Lakes/Pond,1.49716621,14971.662143850128,478.5577660887287,Panj Grain Khurd,NWIC,995,995,58476.0,03,038,0232,033966,01,01,SUL,SUL,WS01SUL025,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Nihal Singhwala,Khote,PB01MOG0090,30.61174948,75.23413543,Indus (Up to border),Satluj Lower,Bassian Outfall Drain,Lakes/Pond,2.5613797,25613.79699293501,605.7373763959097,Khote,NWIC,996,996,58477.0,03,038,0231,033926,01,01,SUL,SUL,WS01SUL035,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Nihal Singhwala,Khote,PB01MOG0091,30.60852287,75.22933227,Indus (Up to border),Satluj Lower,Bassian Outfall Drain,Lakes/Pond,1.01648109,10164.810874831272,413.2295985663147,Khote,NWIC,997,997,58478.0,03,038,0231,033926,01,01,SUL,SUL,WS01SUL035,,01,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Moga,Nihal Singhwala,Khai,PB01MOG0092,30.56256579,75.22403889,Indus (Up to border),Satluj Lower,Bassian Outfall Drain,Lakes/Pond,1.20330802,12033.08024184077,432.42485812939447,Khai,NWIC,998,998,58479.0,03,038,0231,033931,01,01,SUL,SUL,WS01SUL035,,01,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Nihal Singhwala,Khai,PB01MOG0093,30.55361371,75.23417703,Indus (Up to border),Satluj Lower,Bassian Outfall Drain,Lakes/Pond,1.37048098,13704.809786424948,426.09423520682856,Khai,NWIC,999,999,58480.0,03,038,0231,033931,01,01,SUL,SUL,WS01SUL035,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Nihal Singhwala,Dina,PB01MOG0094,30.52101197,75.23582825999999,Indus (Up to border),Satluj Lower,Bassian Outfall Drain,Lakes/Pond,1.01724615,10172.461497596429,391.2549315728057,Dina,NWIC,1000,1000,58481.0,03,038,0231,033932,01,01,SUL,SUL,WS01SUL035,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Moga,Bagha Purana,Malke,PB01MOG0095,30.580119900000003,74.96429198,Indus (Up to border),Satluj Lower,Samadh Bhai Drain,Lakes/Pond,1.545245,15452.450020850987,469.0765371984077,Malke,NWIC,1001,1001,58482.0,03,038,0232,033965,01,01,SUL,SUL,WS01SUL028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Sangrur,Moonak,Andana,PB01SNR0138,29.80730789,76.03403340000001,Indus (Up to border),Ghaghar and others,Choe,Lakes/Pond,4.03118812,40311.88119531839,847.3397977635553,,NWIC,1059,1059,58540.0,03,043,0274,039954,01,01,GHO,GHO,WS01GHO016,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
