SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
111,shingoda,Gujarat SW GW,24,Gujarat,441,Banaskantha,Shihori,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,24.04638889,72.00888889,No,0,122.00,28-03-1970 04:00,116.831
112,Sorthi dam,Gujarat SW GW,24,Gujarat,456,Porbandar,PORBANDAR,-,-,Vartu,West flowing rivers of Kutch and Saurashtra including Luni,Sorthi,-,-,Sorthi,21.93916667,69.59388889,No,0,92.29,01-01-1970 00:00,92.802
113,Sorthi dam,Gujarat SW GW,24,Gujarat,456,Porbandar,PORBANDAR,-,-,Vartu,West flowing rivers of Kutch and Saurashtra including Luni,Sorthi,-,-,Sorthi,21.93916667,69.59388889,No,0,92.29,03-05-1970 09:00,95.978
114,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,Yes,0,14.67,29-01-1970 14:00,25.669
115,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,Yes,0,14.67,22-08-1970 04:00,16.148
116,Soyal,Gujarat SW GW,24,Gujarat,447,Jamnagar,DHROL,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.55305556,70.36472222,Yes,0,14.67,21-11-1970 05:00,15.611
117,Sukhbhadar,Gujarat SW GW,24,Gujarat,460,Surendranagar,SAYLA,-,-,Bhadar,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-, -,22.34555556,71.53916667,No,0,98.00,08-01-1970 04:00,102.522
118,SURKHAN BHADRESHWAR,Gujarat SW GW,24,Gujarat,449,Kachchh,MUNDRA,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.90500000,69.89000000,No,0,95.00,25-07-1970 00:00,95.055
119,Talaji   Talaja,Gujarat SW GW,24,Gujarat,443,Bhavnagar,TALAJA,-,-,Shetrunji,West flowing rivers of Kutch and Saurashtra including Luni,Talaji,-,-,Shetrunji,21.35333333,72.03416667,Yes,0.0000,10.90,04-10-1970 17:00,10.255
120,Talaji   Talaja,Gujarat SW GW,24,Gujarat,443,Bhavnagar,TALAJA,-,-,Shetrunji,West flowing rivers of Kutch and Saurashtra including Luni,Talaji,-,-,Shetrunji,21.35333333,72.03416667,Yes,0.0000,10.90,14-10-1970 00:00,10.09
121,Talaji   Talaja,Gujarat SW GW,24,Gujarat,443,Bhavnagar,TALAJA,-,-,Shetrunji,West flowing rivers of Kutch and Saurashtra including Luni,Talaji,-,-,Shetrunji,21.35333333,72.03416667,Yes,0.0000,10.90,04-11-1970 13:00,10.125
122,Uben dam,Gujarat SW GW,24,Gujarat,448,Junagadh,BHESAN,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.62222222,70.62777778,No,0,100.35,18-03-1970 11:00,100.492
123,Uben dam,Gujarat SW GW,24,Gujarat,448,Junagadh,BHESAN,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.62222222,70.62777778,No,0,100.35,03-06-1976 15:00,105.943
124,Utavali   Barwala,Gujarat SW GW,24,Gujarat,676,Botad,-,-,-,Utavali,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Utavali,22.14666667,71.89611111,No,0.0000,19.67,10-10-1970 21:00,19.753
125,Vartu-II,Gujarat SW GW,24,Gujarat,674,Devbhumi Dwarka,Bhanvad,-,-,Vartu,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Vartu,21.92250000,69.70500000,No,0,33.03,12-01-1970 00:00,39.902
126,Vartu-II,Gujarat SW GW,24,Gujarat,674,Devbhumi Dwarka,Bhanvad,-,-,Vartu,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Vartu,21.92250000,69.70500000,No,0,33.03,06-10-1970 00:00,39.987
127,Vartu-II,Gujarat SW GW,24,Gujarat,674,Devbhumi Dwarka,Bhanvad,-,-,Vartu,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Vartu,21.92250000,69.70500000,No,0,33.03,08-10-1970 06:00,39.918
128,Vartu-II,Gujarat SW GW,24,Gujarat,674,Devbhumi Dwarka,Bhanvad,-,-,Vartu,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Vartu,21.92250000,69.70500000,No,0,33.03,08-06-1972 23:00,39.947
