SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
238,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 22:00,122.771
239,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 23:00,122.772
240,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 00:00,122.77
241,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 02:00,122.775
242,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 03:00,122.778
243,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 04:00,122.773
244,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 05:00,122.785
245,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 06:00,122.784
246,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 07:00,122.789
247,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 08:00,122.781
248,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 09:00,122.782
249,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 10:00,122.759
250,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 11:00,122.874
251,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 12:00,122.875
252,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 13:00,122.873
253,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 14:00,122.863
254,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 15:00,122.87
255,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 16:00,122.871
256,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 17:00,122.879
257,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 18:00,122.88
258,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 19:00,122.884
259,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 20:00,122.887
260,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 21:00,122.885
261,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 22:00,122.884
262,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2011 23:00,122.885
263,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 00:00,122.884
264,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 01:00,122.882
265,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 02:00,122.886
266,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 03:00,122.885
267,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 04:00,122.887
268,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 05:00,122.883
269,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 06:00,122.887
270,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 07:00,122.884
271,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 08:00,122.881
272,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 09:00,122.886
273,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 10:00,122.882
274,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 11:00,122.868
275,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 12:00,122.864
276,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 13:00,122.871
277,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 14:00,122.873
278,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 15:00,122.847
279,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 16:00,122.846
280,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 17:00,122.837
281,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 18:00,122.844
282,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 19:00,122.841
283,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 20:00,122.846
284,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 21:00,122.849
285,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 22:00,122.85
286,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2012 23:00,122.851
287,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,15-05-2014 18:00,122.856
288,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,15-05-2014 19:00,122.875
289,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,15-05-2014 20:00,122.875
290,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,15-05-2014 21:00,122.863
291,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,15-05-2014 22:00,122.853
292,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,15-05-2014 23:00,122.85
293,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,15-05-2015 00:00,122.854
294,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 00:00,67.035
295,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 01:00,67.011
296,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 02:00,67.019
297,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 03:00,67.023
298,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 04:00,67.039
299,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 05:00,67.061
300,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 06:00,67.058
301,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 07:00,67.046
302,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 08:00,67.056
303,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 09:00,67.052
304,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 10:00,67.058
305,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 11:00,67.035
306,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 12:00,67.035
307,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 13:00,67.077
308,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 14:00,67.076
309,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 15:00,67.036
310,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 16:00,67.053
311,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 17:00,67.061
312,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 19:00,67.052
313,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 20:00,67.058
314,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 21:00,67.031
315,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 22:00,67.049
316,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2007 23:00,67.036
317,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 00:00,67.079
318,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 01:00,67.057
319,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 02:00,67.075
320,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 03:00,67.082
321,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 04:00,67.034
322,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 05:00,67.044
323,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 06:00,67.05
324,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 07:00,67.074
325,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 08:00,67.083
326,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 09:00,67.038
327,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 10:00,67.074
328,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 11:00,67.051
329,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 12:00,67.049
330,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 13:00,67.092
331,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 14:00,67.049
332,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 15:00,67.066
333,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 16:00,67.039
334,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 17:00,67.03
335,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 18:00,67.034
336,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 21:00,67.061
337,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 22:00,67.021
338,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2008 23:00,67.05
339,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 00:00,67.075
340,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 01:00,67.047
341,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 02:00,67.045
342,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 03:00,67.052
343,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 04:00,67.061
344,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 05:00,67.059
345,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 06:00,67.057
346,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 07:00,67.031
347,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 08:00,67.067
348,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 09:00,67.049
349,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 10:00,67.051
350,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 11:00,67
351,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 12:00,67.038
352,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 13:00,67.044
353,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 14:00,66.997
354,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 15:00,67.035
355,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 16:00,67.002
356,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 17:00,67.069
357,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 18:00,67.062
358,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 19:00,67.064
359,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 21:00,67.056
360,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 22:00,67.07
