SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
120,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 02:00,58.398
121,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 03:00,58.398
122,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 04:00,58.398
123,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 05:00,58.398
124,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 06:00,58.398
125,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 07:00,58.398
126,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 08:00,58.398
127,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 10:00,58.4
128,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 11:00,58.4
129,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 12:00,58.401
130,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 13:00,58.402
131,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 14:00,58.405
132,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 15:00,58.405
133,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 16:00,58.402
134,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 17:00,58.401
135,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 18:00,58.403
136,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 19:00,58.406
137,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 20:00,58.406
138,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 21:00,58.406
139,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 22:00,58.404
140,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,13-06-2012 23:00,58.404
141,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,15-05-2014 20:00,58.424
142,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,15-05-2014 21:00,58.422
143,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,15-05-2014 22:00,58.42
144,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,15-05-2014 23:00,58.419
145,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,15-05-2015 00:00,58.418
146,ASHWIN   HARIPURA,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Nasvadi,-,-,Narmada,Narmada,-,-,-,-,22.04527778,73.71694444,Yes,0.0000,58.04,06-12-2020 07:00,58.428
147,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 00:00,122.778
148,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 01:00,122.785
149,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 02:00,122.763
150,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 03:00,122.762
151,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 04:00,122.771
152,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 05:00,122.779
153,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 06:00,122.777
154,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 07:00,122.793
155,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 08:00,122.917
156,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 09:00,122.909
157,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 10:00,122.904
158,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 11:00,122.763
159,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 12:00,122.764
160,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 13:00,122.765
161,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 14:00,122.761
162,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 15:00,122.732
163,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 16:00,122.701
164,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 17:00,122.771
165,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 18:00,122.775
166,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 19:00,122.79
167,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 20:00,122.803
168,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 21:00,122.782
169,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 22:00,122.782
170,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2007 23:00,122.789
171,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 00:00,122.788
172,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 01:00,122.782
173,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 02:00,122.787
174,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 03:00,122.789
175,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 04:00,122.795
176,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 05:00,122.803
177,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 06:00,122.816
178,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 07:00,122.824
179,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 08:00,122.89
180,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 09:00,122.704
181,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 10:00,122.707
182,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 11:00,122.836
183,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 12:00,122.848
184,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 13:00,122.69
185,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 14:00,122.68
186,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 15:00,122.746
187,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 16:00,122.843
188,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 17:00,122.691
189,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 18:00,122.854
190,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 19:00,122.847
191,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 20:00,122.854
192,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 21:00,122.85
193,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 22:00,122.848
194,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2008 23:00,122.843
195,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 01:00,122.842
196,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 02:00,122.846
197,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 03:00,122.853
198,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 04:00,122.85
199,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 05:00,122.847
200,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 06:00,122.848
201,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 07:00,122.842
202,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 08:00,122.841
203,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 09:00,122.819
204,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 10:00,122.818
205,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 11:00,122.809
206,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 12:00,122.776
207,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 13:00,122.874
208,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 14:00,122.767
209,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 15:00,122.772
210,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 16:00,122.762
211,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 17:00,122.777
212,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 18:00,122.771
213,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 19:00,122.781
214,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 21:00,122.783
215,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 22:00,122.776
216,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,13-06-2009 23:00,122.774
217,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 00:00,122.774
218,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 01:00,122.776
219,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 02:00,122.773
220,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 03:00,122.775
221,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 05:00,122.774
222,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 06:00,122.772
223,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 07:00,122.772
224,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 08:00,122.763
225,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 09:00,122.764
226,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 10:00,122.76
227,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 11:00,122.752
228,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 12:00,122.747
229,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 13:00,122.757
230,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 14:00,122.752
231,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 15:00,122.859
232,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 16:00,122.865
233,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 17:00,122.855
234,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 18:00,122.855
235,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 19:00,122.787
236,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 20:00,122.8
237,CHHOTAUDEPUR,Gujarat SW GW,24,Gujarat,668,Chhota Udaipur,Chhota Udaipur,-,-,Narmada,Narmada,-,-,-,-,22.29611111,74.01305556,Yes,0.0000,122.84,14-06-2010 21:00,122.779
